ID,OUTCOME
421470,0
77326,0
902753,1
576683,1
658572,0
211090,1
1782,0
272967,0
247448,1
554449,1
1730,1
761797,0
933935,0
365153,0
451607,0
780972,0
57909,0
61931,0
64475,1
867532,1
802862,1
17945,1
329449,0
657816,1
722923,1
442398,0
714497,1
99331,0
252584,1
428608,1
226301,1
222758,1
722391,1
246063,0
237833,0
117331,1
337922,1
163019,0
812048,0
639814,1
222436,0
142670,1
469509,1
943360,1
1737,1
970177,1
514702,0
314036,1
657636,1
24253,0
682706,0
258263,0
1768,1
125715,1
980095,0
615078,0
552459,1
182184,0
351550,1
601072,1
76598,1
504060,0
408666,0
98059,1
581351,1
361170,0
795141,0
161969,1
46853,1
676777,0
212239,0
90307,1
421398,1
525019,0
181821,1
138548,0
94464,0
748892,1
312887,1
399794,1
942600,0
594345,1
339456,0
383004,0
25737,1
360634,0
520009,0
222960,1
95030,1
438010,0
64361,1
118501,0
625012,1
645845,0
189025,0
202348,1
101679,0
255479,1
429344,1
435918,1
380543,1
493537,0
46091,0
568791,1
310150,1
195492,0
195131,1
631194,0
683356,0
246930,1
362472,1
297324,0
884314,1
802322,0
384708,0
25603,0
89080,0
78868,1
63302,1
487118,0
516605,0
801858,0
285957,1
119862,1
343192,1
468409,0
618137,0
472147,0
343498,1
482959,1
289303,1
224847,0
746194,1
544463,0
309562,0
188594,1
679614,1
126138,0
417871,0
279284,0
304620,1
26655,0
29127,0
495883,1
568687,0
5367,1
982066,0
71995,1
181078,1
842595,1
269859,0
632101,1
143496,0
873040,0
947136,0
626518,0
215401,1
477764,0
966723,1
408436,1
236499,1
552055,0
4657,0
47070,0
978193,0
453005,1
343351,1
450930,0
566524,1
781682,0
107399,0
31408,0
939962,1
533031,0
806911,1
129400,1
573081,0
251545,1
475157,1
147277,0
102716,1
164108,0
322058,0
423394,0
61928,0
507851,1
79717,1
85042,0
17918,0
418449,0
521,0
181545,0
692089,0
952005,0
231076,1
475696,0
36278,0
19319,1
43730,0
95160,0
81065,0
111567,1
292946,1
267311,0
449593,0
7160,1
417600,0
548,0
318572,1
30657,1
24820,1
888356,0
151756,1
131931,0
493638,1
669430,0
622564,1
228171,1
869427,0
810883,0
900703,0
35141,0
85030,1
675541,1
128134,1
106156,0
391917,1
44221,0
338249,0
862498,0
471168,1
84954,0
243847,0
508592,0
645454,0
257069,0
433649,1
479270,0
21477,0
184356,0
235434,1
429980,0
26370,0
73961,0
915779,0
5331,1
849347,1
419493,0
565149,1
848474,1
777982,1
30530,1
261570,0
429769,0
21449,1
925287,0
621418,0
264317,1
636702,0
58991,1
476815,0
146156,1
85931,0
656836,1
95120,0
857339,0
791826,0
723356,1
823274,1
1055,0
315191,1
10186,0
481602,0
35454,0
315568,1
121807,0
615696,1
435525,1
139697,1
337190,0
621520,0
959314,1
355876,0
43297,0
9017,1
272,1
927540,1
12656,1
634045,0
134773,0
502597,1
359752,0
476284,0
972205,0
306565,1
737134,0
434571,1
548778,0
165599,0
383598,1
243546,0
291680,1
117105,0
572246,0
519840,0
431973,1
202147,0
214737,0
264132,0
580964,1
509341,1
166,0
459416,0
413144,0
982263,0
264562,1
134539,1
180353,0
921506,1
272819,1
36945,0
653472,0
367074,1
205368,1
490230,0
481281,1
335541,1
271833,0
629839,0
47846,1
335097,0
430045,0
159706,1
84312,1
322072,1
379053,1
333651,0
33852,1
99580,0
248271,1
14531,1
172681,0
450222,0
272613,1
784331,0
4023,0
434746,0
105134,0
577994,0
480225,1
210938,1
343281,0
16710,0
324413,0
670206,1
4660,1
262899,1
229280,0
125427,0
533180,0
841930,0
12222,1
4391,0
224748,0
500052,1
8618,0
464902,1
220365,1
2056,1
58638,0
932050,0
243893,0
891451,0
147631,0
272370,0
850365,1
912901,1
5950,0
96857,0
469039,0
534119,1
453196,1
142963,1
328561,1
208685,0
425646,0
950223,1
546930,0
891340,1
131155,0
269027,1
77356,1
838909,1
980478,1
587873,0
288816,0
718,0
868127,1
505113,1
165758,1
84459,0
459267,0
106972,1
47678,1
615005,1
612811,1
165370,0
270354,0
197839,0
525778,0
485922,0
852564,1
102174,1
321469,1
102653,1
15187,1
619689,1
614386,1
114404,0
62871,0
958299,0
257837,0
766680,1
283428,1
67072,0
691533,0
574223,1
71319,0
561578,1
771874,1
89996,0
495055,0
892686,0
393458,1
429093,0
662569,0
832195,1
314008,0
206298,0
14330,1
79219,1
8388,1
334385,0
622842,1
917162,0
10258,1
832306,1
683723,1
356142,1
509205,0
143585,0
397143,0
504574,0
282340,0
383995,1
876819,1
419229,1
702291,1
63863,0
519099,0
380288,0
905040,0
45080,0
245822,0
542783,0
569170,0
628069,1
382081,0
625879,1
211255,1
504220,1
111751,1
116806,0
835722,0
183030,0
541148,1
225762,0
608726,1
53408,1
150499,0
250143,1
33046,0
5068,0
580824,1
327749,0
727329,1
69044,1
23342,1
630426,0
525760,0
172694,0
263469,1
679366,0
834238,0
260009,0
777797,1
255347,1
3711,1
63230,0
338691,1
220231,1
900341,0
985203,0
98912,0
390774,0
776892,0
74504,1
656234,0
561155,0
430793,1
654694,0
269877,1
398495,1
152403,0
549967,0
215937,1
966500,0
485286,0
597404,0
452818,1
771904,1
60487,0
392021,0
189290,1
183862,0
213227,1
287693,0
202955,0
373350,1
253909,0
797622,0
722044,0
170591,0
664608,0
17176,1
38969,1
175267,0
688873,1
926812,0
623675,1
934652,1
289685,1
1847,0
662468,1
461591,0
994976,0
411822,0
669836,1
477454,0
19825,1
9921,0
503126,1
943603,1
156420,0
642784,0
593460,0
519121,1
419370,1
199850,0
90025,1
226822,1
675180,1
811841,0
85481,1
993746,1
80435,1
446955,0
296379,1
204220,1
399655,0
668574,0
283893,1
54198,1
455505,0
231835,0
579421,0
559442,0
944425,0
933411,0
929365,0
457115,0
209961,0
595595,1
731852,1
624969,1
311246,0
855070,0
971744,0
214171,0
50536,1
294328,0
820784,1
49088,0
315581,0
519393,1
603088,0
478196,1
407215,1
960218,1
893008,0
169646,0
883494,1
123526,0
373539,1
316204,0
135598,0
91351,1
544881,1
696799,0
435210,0
46861,0
33325,1
401704,1
763633,1
375138,1
494380,0
27636,1
184732,1
315482,1
353619,0
393370,0
186651,1
449988,0
376051,0
475830,0
129474,1
334191,0
50977,0
416133,1
300712,0
58289,1
993448,1
696225,0
597027,0
482663,1
332547,1
494535,0
633510,0
462740,1
978354,0
290594,1
646131,1
688017,1
848508,1
495952,0
274472,0
467064,0
603239,0
285142,0
213094,1
416113,0
798217,0
489589,1
129068,0
452511,1
966132,0
160969,1
282580,1
101,0
508817,1
618318,1
272953,1
896565,1
208686,0
90376,0
28806,1
405520,1
11178,0
998155,0
579549,1
124527,1
219160,1
966209,0
617511,0
663023,0
628589,0
397241,1
1888,0
229593,0
262719,0
1216,0
330476,0
210325,0
45039,1
193611,1
334843,0
198269,0
233608,1
87405,0
11340,0
443064,0
161512,1
211649,1
101,1
346831,0
57707,1
841202,1
370411,0
484634,0
517310,1
483681,0
552270,0
552570,0
690890,1
30307,1
65866,0
256420,0
819218,1
193763,0
90450,1
171860,1
97923,1
918868,0
274136,1
471693,0
734744,1
265937,0
177721,0
784714,0
648314,0
845466,0
430072,0
193941,0
59652,1
680577,0
239577,1
634288,0
522010,0
220289,0
365103,0
544111,0
606480,0
638892,1
158883,1
90140,0
981467,0
623848,1
337195,0
4956,0
235066,1
243117,0
274118,1
292364,1
513973,0
370558,1
71971,0
499466,1
663323,0
215192,0
80846,0
962811,1
612805,1
805385,0
283631,0
391333,0
19607,1
238274,0
40978,0
336973,0
495261,1
592822,0
51924,1
234664,0
38964,1
414849,1
998869,0
238718,1
331221,0
340044,0
193041,0
65040,0
501506,1
299584,0
39974,1
54737,1
645211,0
327807,1
158027,0
5089,0
257599,0
357634,0
750728,1
6963,0
214503,1
153381,0
327085,0
999944,1
446737,1
2070,1
656015,0
509265,1
111175,1
193520,0
491601,0
826619,1
911372,0
451767,0
826219,1
976145,1
520881,0
286984,1
192485,0
67630,1
463694,1
290343,0
2872,1
27523,0
724,0
181737,0
448626,0
859181,0
455636,0
139918,0
46077,0
473859,1
240828,0
994375,1
535856,0
248833,0
737588,0
898470,0
440371,1
192151,0
512464,0
67897,0
71376,1
914019,1
791970,1
164342,1
706176,0
641486,0
144824,0
120000,0
257616,1
146694,0
676086,0
498966,1
902042,0
862,1
575934,1
290143,0
186702,0
169424,1
159207,0
188891,1
200170,0
103065,0
177644,0
152525,1
142222,1
718599,0
771109,0
506105,1
137182,0
43756,1
718414,1
757401,0
974097,1
682756,1
325,1
241997,0
195766,0
152351,1
68543,1
35470,1
98209,1
42876,1
811891,1
132027,1
678050,1
111145,0
87957,0
15202,0
304059,1
973024,1
200841,0
61944,0
542823,1
394337,0
627294,1
263453,1
963215,1
709243,0
811182,0
480513,0
164913,0
820828,1
675087,1
5511,0
780492,1
414775,0
239391,1
508714,0
470286,0
140680,0
855336,1
339858,1
977533,0
518965,0
806382,1
336006,0
118036,0
508085,0
739402,1
23115,0
207831,1
70978,1
451815,1
328682,0
998208,1
194912,0
838679,1
387983,0
913572,1
731603,1
714020,1
534297,0
59053,1
43743,1
321340,0
242926,0
807223,0
3057,0
678130,0
254052,1
556680,1
479484,0
541294,0
811168,1
295911,0
324508,0
298933,1
702452,1
544163,1
979335,1
667267,1
101,1
640426,1
220666,1
132422,1
281251,0
363446,0
373299,1
548156,1
263501,1
30617,0
530383,1
619021,0
236967,0
302914,0
48664,0
407897,0
238501,1
146636,0
429987,0
259924,0
854860,0
820155,1
641048,0
537325,0
402125,0
601298,0
173096,1
456813,1
88127,1
26464,1
612320,1
324149,0
906054,1
786137,0
960759,1
33445,1
84963,0
715062,1
943633,0
991283,1
81655,0
164974,0
477342,0
380306,0
298832,0
521185,0
211541,1
90561,1
254447,0
85401,1
338056,0
71247,0
65973,1
716859,0
382709,0
151706,1
42500,0
798696,0
726378,1
67863,0
992045,0
238007,1
467768,0
797398,1
872046,0
523004,0
824109,0
799871,0
823778,0
519990,1
679428,1
905636,1
108063,1
45086,0
989210,1
381112,1
648884,1
226779,1
433376,1
654850,1
11785,0
463035,1
369872,1
67492,1
169619,0
550847,0
482939,0
184284,0
309549,0
516729,0
198351,1
496803,1
8840,1
779079,1
402008,0
476,0
713996,0
880906,0
493472,0
72751,0
596720,0
341134,0
99172,1
834868,0
715325,1
652728,0
347754,1
715689,1
174331,0
41127,1
267973,0
733787,1
290170,0
933270,0
139050,1
71377,0
224632,1
572172,0
17827,1
607736,0
667000,0
532085,0
588916,0
899486,1
875934,0
264996,1
518495,0
15298,0
735724,0
265168,0
210103,1
573216,0
415178,1
69442,1
655708,1
923034,1
400887,1
635876,1
30302,1
372846,1
126902,0
516394,0
629104,0
137988,0
841465,1
414252,0
447319,0
488597,1
910122,1
102500,0
218531,0
475433,0
258032,0
859646,0
679073,0
162275,1
21131,1
277591,0
317875,1
776777,1
523294,1
358008,0
363491,0
242410,1
559119,0
339556,0
108132,1
437934,0
157760,0
244473,1
550148,1
198907,0
478260,0
311050,0
502670,0
154028,0
357692,0
775528,1
106007,1
615538,0
393285,1
516200,0
234037,0
399515,0
729871,1
796134,0
172986,0
128,1
567777,0
355675,0
88426,1
679,1
316298,0
43649,1
429849,1
684608,0
375174,0
258752,0
35403,1
66158,1
670343,1
713214,1
860230,1
40533,0
144537,0
898906,1
543369,0
236072,1
838557,0
90800,0
353728,1
376316,1
121773,0
477878,0
471090,1
654950,0
979003,0
118487,0
621166,0
21043,1
445843,1
457836,0
352271,0
95378,0
64410,0
407886,0
492158,0
641795,1
796039,1
653383,1
526532,1
305,0
160323,0
901899,1
413275,1
863640,1
451467,0
552804,1
261654,1
2938,0
651193,1
614307,0
157767,1
64612,0
103092,1
52812,0
760708,0
984420,1
687654,0
207017,1
555773,0
516333,1
322575,1
507144,0
683323,0
639264,0
482812,1
663460,1
481610,1
309415,0
515175,0
305687,0
144972,0
529922,1
372186,0
606669,0
816692,0
61298,1
108472,0
312198,0
913239,1
305456,1
515812,0
894143,0
566218,1
774674,1
894,1
830926,0
492372,1
402077,0
977606,1
450257,0
673374,0
159677,0
772275,1
53678,0
850943,1
636977,0
523982,1
4117,0
211439,0
1261,0
77813,0
245202,1
965391,1
204618,0
83016,0
848806,1
478835,0
447334,1
172490,0
473527,0
712305,0
678793,0
311902,0
292044,0
85031,0
57646,0
490836,0
190139,0
301613,1
75540,1
619212,1
323388,1
379819,0
838158,1
115558,0
519052,0
101661,1
470632,0
871228,1
397470,1
372846,0
860706,1
956263,0
604174,0
812287,1
56025,0
723128,1
230687,1
179068,0
210322,0
30625,1
243743,0
638010,0
351555,1
435904,1
534020,1
208319,0
175052,0
514631,0
512647,1
450232,0
348288,0
562255,0
6805,1
760813,0
431096,0
420818,1
127319,1
215734,0
525838,0
71221,1
297716,0
434066,1
340725,0
33592,1
607324,0
258119,1
733616,1
211420,1
994886,0
741990,0
81699,1
27822,1
929351,1
642117,0
539737,1
110238,1
659568,0
222771,0
29900,0
204738,0
587075,0
338557,0
200266,1
568905,0
22450,0
598515,1
749969,0
34147,1
877485,0
262636,0
195431,1
582033,0
288051,0
229930,0
585867,0
250423,1
742497,1
208531,0
502243,1
121107,0
231899,0
163428,1
159045,0
157492,0
432869,0
995331,1
27502,1
33415,1
689189,0
460658,0
263766,0
283284,1
289871,0
486925,0
523029,0
473520,0
894755,0
106732,0
347,0
217741,1
178368,0
863128,1
170104,1
609946,0
50267,0
75328,1
82693,0
4863,1
274717,0
381818,1
941273,0
654375,0
871525,1
573322,0
118525,1
42289,0
915723,0
964521,0
41278,1
284509,1
402048,1
555898,0
26910,1
16170,0
255664,0
931537,0
296439,1
357409,1
460004,0
861322,0
110697,0
13037,0
281658,1
475570,1
140575,0
241504,0
324154,1
581509,0
295974,1
501717,0
973639,1
374,0
350732,1
80361,1
429040,0
116434,0
71946,0
55946,1
150836,0
468671,1
81345,0
361072,1
286644,1
165478,0
831890,0
131594,1
720294,0
87512,1
445115,1
525161,1
977170,1
260024,0
43946,1
58186,0
374753,0
766691,0
200857,1
244733,0
257910,0
209555,1
9125,1
402065,1
269468,0
332444,1
751962,0
167144,0
496485,0
276760,1
33927,1
260923,0
446429,1
416311,0
519432,0
285598,0
162328,0
429477,1
200265,0
369811,1
38384,1
215988,1
787892,0
666986,1
227899,0
353086,0
397221,0
101,1
331,1
126507,1
354329,1
573087,1
273927,1
280837,1
242602,0
217480,1
61611,1
65878,0
258090,1
237318,1
40760,1
633063,1
611106,1
194534,0
512511,0
556880,0
930758,0
165806,0
745530,0
452948,0
66741,0
451498,0
601795,0
707803,0
596,1
84117,0
299776,0
29575,0
468438,0
534632,0
409347,1
174716,1
781616,0
281849,0
315712,0
362234,0
82064,0
73342,0
396433,0
169095,0
453195,1
527853,1
150483,1
555162,1
985329,1
448716,1
3074,0
164508,1
921640,1
107936,0
835362,0
240990,0
298806,1
256580,1
866170,1
581109,0
780626,1
971146,0
891963,0
338789,1
148907,0
379831,0
248692,0
327891,1
668564,0
257820,0
313972,1
63846,1
150057,1
431771,0
74739,0
285125,0
579457,1
442172,1
800570,0
610152,0
330928,1
730503,1
130474,1
160540,1
231464,0
399570,1
722590,1
954520,1
440711,1
325940,0
84884,1
913,0
6677,1
1092,0
634924,1
8084,0
684536,0
498957,0
484569,0
39439,1
1516,1
587651,0
1328,1
752122,1
53644,1
315047,1
100855,0
814299,0
121411,0
718043,0
253972,0
649660,0
90100,1
84481,0
789150,1
838722,1
211123,0
37862,1
90531,0
702637,0
892936,0
151503,0
229606,0
7728,0
282690,1
352998,1
694475,1
14788,0
552308,1
770740,1
39228,0
145465,0
407751,0
59397,0
189024,0
597182,1
413178,1
178191,0
150579,1
1146,0
476556,0
132923,0
186888,1
435959,0
549905,0
957092,1
176683,0
45107,1
165821,0
314313,1
207782,0
991648,0
129078,1
228436,0
191604,0
9799,0
418091,0
311269,0
111521,0
318625,1
272433,1
791657,1
306758,0
536964,1
872156,0
288027,0
576952,0
331940,0
209970,1
876613,1
143426,1
40278,0
476676,0
523372,1
210423,1
778687,1
988272,0
354475,1
309069,1
47478,1
651029,1
495280,0
498834,0
26639,0
278207,1
440279,0
228975,0
345271,0
205671,0
532282,0
83756,0
291936,0
269148,1
189796,1
272886,0
817534,1
267893,0
722915,0
81013,0
623249,0
993832,0
182580,0
490795,1
653104,0
502129,1
559544,1
66541,0
198699,0
184632,0
654981,1
83520,1
207913,1
457015,0
648407,1
912851,1
291168,1
763715,1
181839,1
798440,1
443530,0
208547,0
237378,1
36379,0
494822,0
529970,1
113390,1
73596,1
119982,0
80459,0
504901,1
742105,1
97463,1
5381,1
328613,1
691927,1
47141,0
411792,0
536,0
219543,0
230648,1
765132,0
208046,0
871077,1
161028,0
847578,0
210045,0
101,1
634115,0
102058,0
48625,0
770946,0
604184,1
439988,0
470017,1
269069,0
498353,0
966204,1
428355,0
49128,1
838618,0
149638,1
382470,0
259104,0
469937,1
45289,1
995452,0
839051,0
76893,0
226214,1
561506,0
304121,0
416722,1
53326,1
32891,0
49886,1
580396,0
522292,1
781813,0
407826,0
152138,1
762417,0
158266,0
770164,0
254823,0
30267,0
909090,1
457900,0
13457,0
808930,1
15514,1
998651,0
586252,0
904112,0
454298,1
294544,0
153717,0
617364,0
984071,0
294228,1
93024,1
608018,0
999938,0
639485,0
114076,1
876244,0
79972,1
483094,0
18920,1
491721,1
31134,0
262668,1
530284,0
689007,0
586786,0
326699,0
239840,1
359338,1
100203,1
907433,0
54191,1
23924,0
265945,1
411486,1
244077,0
9892,0
513102,1
790282,1
357548,0
81278,1
318621,0
68905,1
5782,1
762614,0
610363,0
385438,1
573227,0
387486,1
459760,0
345563,1
207079,0
965085,0
558117,1
400778,1
725516,0
115353,0
922781,0
41103,0
53580,0
212237,0
304701,1
116231,1
432482,0
349298,0
299421,0
480864,0
19667,0
598857,0
78544,1
80365,0
100130,0
276508,0
312154,0
355576,0
415170,1
365529,0
771804,1
356679,1
26992,0
85162,0
454076,1
643103,0
333891,0
504663,0
180729,0
775469,0
230824,0
999754,0
443581,1
520186,1
359570,0
67166,0
443122,1
995642,0
689431,1
31696,0
778683,0
99722,1
739307,1
757343,0
380244,1
500236,1
299553,0
387777,0
115344,0
403294,0
217300,1
65705,1
265123,0
831962,1
106819,0
104118,0
388918,1
631686,1
561576,0
599700,0
476194,0
535245,0
499488,1
59291,1
909209,1
797391,1
437354,1
85262,0
98162,0
769986,0
329736,0
384106,0
35644,0
278660,1
275751,0
208168,0
902063,1
189124,1
226977,1
344666,0
169944,0
896494,1
832477,1
534099,1
352066,0
314798,0
863518,1
704908,0
482844,0
790759,0
206248,0
398861,1
825556,1
500336,0
314009,1
329421,1
607975,0
132521,1
214205,1
343830,0
541893,1
269327,0
765314,1
442882,1
504643,1
53023,0
695161,1
57065,0
486012,1
627227,0
362900,0
379177,0
105073,0
580529,0
426602,1
951328,1
44861,0
710983,1
816969,1
400014,1
3761,0
142498,0
394814,1
267743,1
240608,1
43810,0
199684,0
467161,0
984590,0
54114,1
314723,0
458056,0
530267,1
41506,0
246542,1
270646,1
423373,0
309051,1
685074,1
62629,0
223702,1
63420,1
581479,1
1704,0
9424,1
689722,0
947940,0
689105,0
65640,0
59707,0
486751,1
821980,0
347167,0
220105,0
261316,1
657325,0
93570,0
3443,0
996670,0
236065,0
32492,1
579895,0
996660,0
781273,1
620204,0
756795,0
7898,1
330327,0
359046,0
783573,0
271501,1
567130,0
2312,0
60577,0
691451,1
102555,1
117944,0
183264,0
647505,0
43871,1
341251,0
501648,0
987292,0
682703,0
704573,1
302666,0
44550,0
809000,1
750218,1
277633,1
742099,0
524620,0
701515,0
609765,0
380310,0
192974,1
344015,0
57625,1
461668,0
100442,0
205734,0
719649,0
62128,0
659866,0
591370,0
88779,0
1725,1
657050,0
714877,0
473557,0
311104,1
48178,1
97270,0
245785,0
242,1
897482,0
723497,0
399461,1
355899,0
51901,0
391175,0
995756,1
278656,0
116202,1
863129,0
37854,0
137101,1
63428,0
267118,0
366175,1
90386,0
771306,0
347244,1
983502,1
463421,0
493959,0
195480,1
922702,0
147849,1
389647,0
809234,1
148991,1
447958,0
396132,0
85873,0
453128,1
18008,0
133703,0
398397,0
167928,1
905412,1
937805,1
698746,0
159967,0
106237,0
124521,1
958952,0
302136,1
530505,0
229835,1
684444,1
910285,0
2019,0
569738,1
516597,0
142882,1
2463,1
296295,0
250407,0
308301,1
154736,1
427771,0
351464,0
105043,1
501129,1
146101,0
184847,0
266451,0
207548,1
17272,0
18930,0
101104,0
83211,0
335275,0
371278,1
72270,0
833335,1
440500,1
423022,1
55088,1
172748,1
318603,0
217461,1
16447,0
849915,0
289402,1
356632,0
925163,1
297302,1
463683,1
471269,0
654760,1
298841,0
913917,0
61859,1
713692,1
380852,1
203980,0
880393,0
375840,0
321781,1
352420,0
443927,1
238952,1
763817,1
302399,0
64005,1
460664,1
97717,1
988659,1
892384,1
477230,1
121971,1
353017,0
978881,0
181492,0
772611,0
625589,0
44643,0
5318,1
120599,1
281342,1
492567,1
284264,1
518367,1
2889,1
172519,0
276974,0
168072,0
109924,1
304756,1
515143,1
199434,0
280617,1
268811,1
273,1
284585,0
841116,0
355083,0
213757,0
319857,0
410382,0
5643,1
433771,0
184672,1
241620,1
905626,0
163294,1
967604,1
899130,1
998938,0
295435,1
163645,1
192721,0
757679,0
414700,0
944,1
612445,1
108652,0
91951,1
467149,1
256013,0
394530,0
371943,1
494903,0
887816,0
27828,0
404559,0
76797,0
45048,0
696569,0
128756,0
337632,0
468774,1
980844,1
886229,0
753870,1
679291,1
981947,0
36578,0
887039,0
143148,1
118204,1
40734,1
355215,0
738893,1
409679,0
219566,0
457279,1
477988,1
595075,0
226399,0
33418,0
472688,0
297051,0
68547,1
786573,0
766217,0
127739,1
298295,0
628515,1
396744,0
308567,1
408153,0
233510,0
544046,1
929347,0
173816,1
208499,1
219918,0
995978,1
382407,0
454225,1
319795,1
18468,0
288333,1
804700,1
516266,1
107033,0
191966,1
415442,1
68906,1
444788,0
7076,0
689770,0
387032,1
412385,1
568817,0
461258,0
282187,1
814806,1
740811,0
219720,1
546338,0
817767,0
53293,0
199761,0
866012,0
805671,0
116531,0
674044,1
980003,0
88022,1
324004,1
98150,1
691556,0
115097,1
11351,1
39490,0
343194,1
947175,0
192416,0
106774,0
546288,1
384450,0
320861,1
256307,0
823614,1
69080,0
313232,1
328431,0
26917,0
414628,0
29617,0
622920,1
424913,1
688711,1
1281,0
40886,0
427017,0
328497,0
129379,0
242487,0
276111,0
453607,0
360031,1
808122,0
725114,0
18517,0
272862,0
169354,1
257520,0
203145,1
126046,1
823688,1
804424,0
432309,0
592698,1
67042,0
84898,1
579201,0
255361,0
922392,1
464,1
951667,1
919754,1
380431,0
146758,0
122129,1
948813,0
452213,1
699270,0
469210,0
208202,1
76557,1
642834,1
166039,0
968099,0
477770,0
687014,0
378613,1
62955,0
523640,1
915915,1
153670,0
873302,0
6609,0
515406,0
328915,0
2590,0
624705,0
81570,1
122275,1
562854,1
567386,0
182280,0
260672,0
990189,0
551261,0
957740,1
227264,1
88092,0
629286,1
353130,0
706156,1
533128,0
340066,0
404830,1
332454,0
603742,0
49722,0
3293,1
300209,0
951019,0
577527,1
345383,0
375758,0
704684,0
160861,0
40075,0
295814,1
441147,0
419271,1
233365,0
18612,1
698970,1
506846,1
346583,1
517465,0
968836,1
585549,1
683189,0
625022,0
217619,0
202127,0
871,0
957268,1
18310,1
181922,1
623619,0
255623,0
236454,0
511845,0
362387,1
6983,0
158289,0
124878,0
756003,0
506516,0
409340,1
881738,0
566435,1
96855,0
234644,1
380246,1
385541,1
463428,1
232372,0
839931,0
781738,0
897709,0
373926,0
27075,1
946495,0
833145,1
619461,0
915102,1
255076,1
936282,0
894523,1
272586,0
117179,0
426782,0
195412,0
73420,0
112431,0
123463,1
605942,0
22015,0
383062,1
586005,0
79011,1
216004,1
1435,0
1203,0
71686,0
474001,1
303626,1
491400,1
953906,0
283149,0
300900,1
823170,0
682476,0
660825,0
227116,1
823931,0
95206,1
524755,1
29989,1
884528,1
478532,0
171870,1
455126,0
155796,1
144738,0
236232,1
380182,1
964883,0
889054,0
391939,1
134287,0
85005,0
371342,0
332457,0
570663,1
259348,0
206197,1
211165,1
262716,0
213563,1
202368,0
152359,1
773762,0
274291,0
43619,0
602943,1
432654,0
995240,0
642239,1
40408,0
209614,0
239972,0
321079,1
740217,1
610665,1
31240,0
260797,0
384788,0
429188,1
586044,0
71549,0
364965,0
459559,0
422566,1
35572,0
611318,1
570600,0
787450,1
425905,0
371249,1
103011,0
53289,1
409617,0
40611,1
37137,0
441973,0
209207,0
439410,1
348398,0
275817,0
297167,1
279761,0
209563,0
181781,1
619842,0
606040,0
763953,0
751752,0
959975,0
201,0
674214,0
943901,1
254791,1
165808,0
726163,1
125755,1
213369,0
212721,0
165275,0
282006,0
387765,0
64438,1
315885,0
888676,0
363741,0
463678,0
919199,1
423500,1
963227,0
199367,0
561762,0
370046,0
389062,1
968170,1
112738,1
245411,0
378304,0
491303,0
11328,0
966573,1
4920,0
193125,0
3080,1
873644,1
406511,1
54105,0
317529,0
394564,0
984481,1
27077,1
569716,1
32717,0
830952,1
